img,label
"[[[174 148  89]
  [200 180 121]
  [218 212 152]
  ...
  [208 186 163]
  [207 185 162]
  [206 184 161]]

 [[196 167 109]
  [217 197 138]
  [229 220 163]
  ...
  [208 188 164]
  [206 186 162]
  [206 186 162]]

 [[205 175 115]
  [228 203 146]
  [228 215 163]
  ...
  [207 190 164]
  [206 189 163]
  [206 189 163]]

 ...

 [[194 167 150]
  [193 166 149]
  [195 166 148]
  ...
  [186 189 142]
  [171 174 129]
  [149 152 107]]

 [[194 168 153]
  [194 168 151]
  [195 168 149]
  ...
  [185 192 138]
  [148 155 103]
  [119 126  75]]

 [[195 169 154]
  [195 169 152]
  [196 169 152]
  ...
  [191 200 143]
  [136 145  90]
  [117 126  73]]]",115
"[[[ 90  98  87]
  [ 97 105  94]
  [103 110 102]
  ...
  [182 181 163]
  [180 174 158]
  [176 169 151]]

 [[ 88  94  84]
  [ 97 104  96]
  [108 113 106]
  ...
  [187 184 167]
  [183 176 158]
  [176 168 149]]

 [[ 93  96  89]
  [101 106  99]
  [113 115 110]
  ...
  [199 193 177]
  [193 185 166]
  [186 175 155]]

 ...

 [[ 92 101 116]
  [ 97 106 121]
  [101 110 125]
  ...
  [153 150 135]
  [228 224 212]
  [254 250 238]]

 [[ 97 104 120]
  [105 112 128]
  [100 109 126]
  ...
  [134 132 117]
  [217 215 202]
  [255 253 240]]

 [[ 98 105 121]
  [105 112 128]
  [102 111 128]
  ...
  [119 117 102]
  [210 208 195]
  [253 251 238]]]",24
"[[[  9   5   2]
  [  9   5   2]
  [  9   5   2]
  ...
  [ 12   8   5]
  [ 17  13  10]
  [ 17  13  10]]

 [[  9   5   2]
  [  9   5   2]
  [  9   5   2]
  ...
  [ 13   9   6]
  [ 17  13  10]
  [ 17  13  10]]

 [[  9   5   2]
  [  9   5   2]
  [  9   5   2]
  ...
  [ 13   9   6]
  [ 17  13  10]
  [ 17  13  10]]

 ...

 [[224 142  92]
  [230 152 103]
  [210 134  85]
  ...
  [ 75  48  29]
  [ 68  47  30]
  [ 55  36  21]]

 [[226 149 107]
  [217 144 101]
  [201 130  86]
  ...
  [116  79  53]
  [ 80  55  35]
  [ 64  45  28]]

 [[194 120  81]
  [187 115  75]
  [160  93  51]
  ...
  [132  88  61]
  [ 65  39  16]
  [ 55  37  17]]]",24
"[[[ 14  11  18]
  [ 14  11  18]
  [ 13  12  17]
  ...
  [ 15  14  19]
  [ 15  14  19]
  [ 15  14  19]]

 [[ 14  11  18]
  [ 13  12  18]
  [ 13  12  18]
  ...
  [ 15  14  19]
  [ 15  14  19]
  [ 15  14  19]]

 [[ 12  11  19]
  [ 11  12  17]
  [ 12  13  18]
  ...
  [ 14  15  19]
  [ 14  15  19]
  [ 14  15  19]]

 ...

 [[226 152 115]
  [229 157 119]
  [229 157 117]
  ...
  [  7  54 124]
  [  9  56 124]
  [ 12  57 124]]

 [[237 158 119]
  [236 158 119]
  [230 157 114]
  ...
  [  2  54 129]
  [  7  51 122]
  [  8  51 120]]

 [[239 157 117]
  [234 155 114]
  [225 152 107]
  ...
  [  4  57 133]
  [ 10  54 127]
  [ 12  52 122]]]",111
"[[[ 63  61  82]
  [ 63  61  83]
  [ 67  65  89]
  ...
  [ 50  35  40]
  [151 130 135]
  [114  91  97]]

 [[ 70  68  89]
  [ 68  66  88]
  [ 71  69  93]
  ...
  [ 37  22  27]
  [129 110 114]
  [ 88  67  72]]

 [[ 69  67  88]
  [ 69  67  89]
  [ 70  68  92]
  ...
  [ 29  17  21]
  [122 106 109]
  [ 97  78  82]]

 ...

 [[ 24  27  32]
  [ 56  59  64]
  [ 76  77  82]
  ...
  [ 39  13  14]
  [ 43  11  14]
  [ 57  23  24]]

 [[ 51  52  56]
  [ 71  72  76]
  [ 78  79  83]
  ...
  [ 94  38  39]
  [132  70  73]
  [166 100 102]]

 [[ 73  73  75]
  [ 72  73  75]
  [ 59  60  64]
  ...
  [191 119 122]
  [205 126 129]
  [225 143 147]]]",49
"[[[ 39  59  22]
  [ 33  53  18]
  [ 42  63  30]
  ...
  [153 135  85]
  [152 136  85]
  [150 137  84]]

 [[ 34  54  19]
  [ 41  61  26]
  [ 37  58  27]
  ...
  [154 136  86]
  [152 136  85]
  [149 136  83]]

 [[ 26  45  13]
  [ 38  57  25]
  [ 39  58  28]
  ...
  [153 135  85]
  [152 136  85]
  [153 137  85]]

 ...

 [[ 47  52  30]
  [ 42  47  25]
  [ 45  50  28]
  ...
  [255 255 255]
  [255 254 255]
  [255 253 254]]

 [[ 41  55  32]
  [ 44  56  34]
  [ 49  58  37]
  ...
  [255 254 255]
  [255 254 255]
  [255 254 255]]

 [[ 34  52  28]
  [ 34  49  26]
  [ 47  59  37]
  ...
  [255 254 255]
  [255 254 255]
  [255 253 254]]]",51
"[[[ 93  95  74]
  [ 93  95  74]
  [ 94  96  75]
  ...
  [ 96  98  77]
  [ 96  97  79]
  [ 95  96  78]]

 [[ 94  96  75]
  [ 94  96  75]
  [ 94  96  75]
  ...
  [ 97  99  78]
  [ 97  98  80]
  [ 97  98  80]]

 [[ 96  98  77]
  [ 94  96  75]
  [ 94  96  75]
  ...
  [ 96  98  77]
  [ 96  97  79]
  [ 96  97  79]]

 ...

 [[172  22  23]
  [173  23  24]
  [172  22  24]
  ...
  [176  31  36]
  [178  37  45]
  [186  46  55]]

 [[186  34  33]
  [191  37  37]
  [189  28  33]
  ...
  [173  33  34]
  [164  27  37]
  [182  47  61]]

 [[186  32  32]
  [195  37  38]
  [217  52  58]
  ...
  [156  18  16]
  [157  21  33]
  [202  69  86]]]",34
"[[[ 55  81 176]
  [ 58  82 178]
  [ 61  83 184]
  ...
  [ 83 104 197]
  [ 90 109 201]
  [ 85 104 196]]

 [[ 54  80 173]
  [ 57  81 177]
  [ 62  82 181]
  ...
  [ 84 106 191]
  [ 87 108 197]
  [ 81 102 191]]

 [[ 56  81 173]
  [ 58  81 175]
  [ 62  80 178]
  ...
  [ 89 113 185]
  [ 83 108 190]
  [ 84 108 194]]

 ...

 [[ 82  92  81]
  [ 84  91  83]
  [ 87  92  88]
  ...
  [ 88  93  96]
  [100 105 108]
  [ 66  75  74]]

 [[ 78  84  80]
  [ 81  87  85]
  [ 87  88  92]
  ...
  [ 95 101 101]
  [100 106 106]
  [ 50  56  54]]

 [[ 79  85  83]
  [ 83  87  88]
  [ 88  89  94]
  ...
  [103 109 109]
  [ 68  74  72]
  [ 54  60  58]]]",64
"[[[ 32  29  24]
  [ 33  30  25]
  [ 36  31  25]
  ...
  [ 14  10   7]
  [ 14  10   7]
  [ 14  10   7]]

 [[ 38  35  30]
  [ 41  38  31]
  [ 45  40  34]
  ...
  [ 14  10   7]
  [ 14  10   7]
  [ 14  10   7]]

 [[ 43  38  32]
  [ 44  40  31]
  [ 46  39  31]
  ...
  [ 14  10   7]
  [ 15  11   8]
  [ 15  11   8]]

 ...

 [[ 78  83  86]
  [ 90  95  98]
  [ 73  78  81]
  ...
  [ 13  12  10]
  [ 15  11  10]
  [ 16  10  10]]

 [[ 85  90  93]
  [ 86  91  94]
  [104 108 111]
  ...
  [ 13  12  10]
  [ 15  11  10]
  [ 17  11  11]]

 [[101 106 109]
  [ 86  91  94]
  [ 97 101 104]
  ...
  [ 13  12  10]
  [ 15  11  10]
  [ 17  11  11]]]",65
"[[[174 157 147]
  [169 152 142]
  [173 156 146]
  ...
  [174 156 142]
  [174 156 142]
  [174 156 142]]

 [[167 151 138]
  [174 158 145]
  [170 154 141]
  ...
  [174 156 142]
  [174 156 142]
  [173 155 141]]

 [[175 157 143]
  [174 156 142]
  [173 155 141]
  ...
  [173 157 142]
  [173 157 142]
  [173 157 142]]

 ...

 [[131 135 144]
  [ 95  99 108]
  [ 54  57  66]
  ...
  [116  84  69]
  [114  88  71]
  [ 99  78  59]]

 [[111 118 124]
  [128 133 139]
  [ 51  54  61]
  ...
  [ 73  43  35]
  [ 63  43  32]
  [ 84  68  53]]

 [[103 111 114]
  [138 146 149]
  [ 51  54  61]
  ...
  [128  97  94]
  [111  93  83]
  [205 193 181]]]",33
"[[[ 25  22  13]
  [ 26  23  14]
  [ 28  25  16]
  ...
  [ 24  23  18]
  [ 23  22  17]
  [ 20  19  14]]

 [[ 26  23  14]
  [ 25  22  13]
  [ 24  21  12]
  ...
  [ 20  19  14]
  [ 20  19  14]
  [ 17  16  11]]

 [[ 22  20   8]
  [ 23  21   9]
  [ 24  22  10]
  ...
  [ 16  15  10]
  [ 17  16  11]
  [ 15  14   9]]

 ...

 [[231 229 232]
  [226 224 227]
  [231 230 235]
  ...
  [225 225 227]
  [223 223 225]
  [223 223 225]]

 [[230 229 234]
  [225 224 229]
  [231 230 235]
  ...
  [224 224 224]
  [222 222 222]
  [222 222 222]]

 [[229 228 233]
  [223 222 227]
  [229 228 233]
  ...
  [219 219 219]
  [219 219 219]
  [219 219 219]]]",54
"[[[254 255 255]
  [253 254 255]
  [254 255 255]
  ...
  [ 19  23  26]
  [ 19  20  24]
  [ 21  22  26]]

 [[252 253 255]
  [253 254 255]
  [254 255 255]
  ...
  [ 19  23  26]
  [ 20  21  25]
  [ 22  23  27]]

 [[252 255 255]
  [251 255 254]
  [251 255 254]
  ...
  [ 19  23  26]
  [ 19  20  25]
  [ 22  23  28]]

 ...

 [[ 24  28  31]
  [ 24  28  31]
  [ 25  29  32]
  ...
  [254 254 254]
  [254 254 254]
  [255 255 255]]

 [[ 22  23  25]
  [ 26  27  29]
  [ 27  28  32]
  ...
  [255 255 255]
  [251 253 252]
  [248 250 249]]

 [[ 25  26  28]
  [ 27  28  30]
  [ 26  27  31]
  ...
  [253 253 253]
  [251 253 252]
  [249 251 250]]]",32
"[[[237 238 242]
  [141 142 144]
  [ 48  46  49]
  ...
  [254 254 254]
  [254 254 255]
  [254 254 255]]

 [[191 192 196]
  [ 55  56  60]
  [ 38  36  39]
  ...
  [254 254 254]
  [254 254 255]
  [254 254 255]]

 [[126 127 131]
  [ 44  45  49]
  [ 33  31  34]
  ...
  [254 254 254]
  [254 254 255]
  [254 254 255]]

 ...

 [[ 26  22  19]
  [ 30  28  29]
  [ 39  38  43]
  ...
  [204  39  45]
  [205  42  47]
  [205  44  49]]

 [[ 25  24  22]
  [ 29  29  29]
  [ 38  37  42]
  ...
  [193  40  43]
  [198  42  45]
  [201  43  44]]

 [[ 24  24  22]
  [ 33  33  33]
  [ 39  39  41]
  ...
  [187  41  44]
  [196  42  44]
  [198  40  41]]]",72
"[[[214 213 208]
  [214 213 208]
  [214 213 208]
  ...
  [206 207 201]
  [206 207 201]
  [206 207 201]]

 [[214 213 208]
  [214 213 208]
  [214 213 208]
  ...
  [206 207 201]
  [206 207 201]
  [206 207 201]]

 [[213 214 209]
  [213 214 209]
  [213 214 209]
  ...
  [205 206 200]
  [205 206 200]
  [205 206 200]]

 ...

 [[220 227 220]
  [219 224 217]
  [220 221 213]
  ...
  [196 199 188]
  [201 196 193]
  [203 194 197]]

 [[211 219 208]
  [220 226 214]
  [220 220 208]
  ...
  [193 201 188]
  [198 198 190]
  [200 195 191]]

 [[171 179 166]
  [209 215 201]
  [224 225 211]
  ...
  [191 202 186]
  [197 198 190]
  [199 196 189]]]",89
"[[[  8  17  24]
  [  7  16  23]
  [  5  12  20]
  ...
  [  6  10  19]
  [  5   9  18]
  [  7  11  20]]

 [[  6  15  22]
  [  7  16  23]
  [  7  14  22]
  ...
  [  6  10  19]
  [  6  10  19]
  [  6  10  19]]

 [[  6  16  25]
  [  8  18  27]
  [  8  17  26]
  ...
  [  6  10  19]
  [  6  10  19]
  [  6  10  19]]

 ...

 [[ 28  11  19]
  [114 101 108]
  [180 170 178]
  ...
  [ 34  54  63]
  [ 36  58  69]
  [ 30  52  63]]

 [[ 15   0   9]
  [ 65  54  62]
  [149 142 150]
  ...
  [ 37  57  66]
  [ 36  58  69]
  [ 30  52  65]]

 [[ 24  11  21]
  [ 31  19  29]
  [110 105 112]
  ...
  [ 35  55  64]
  [ 33  55  66]
  [ 26  48  61]]]",59
"[[[150  20  32]
  [143  21  34]
  [128  20  35]
  ...
  [ 21  65 126]
  [ 12  55 123]
  [  1  45 116]]

 [[147  20  31]
  [141  21  31]
  [126  22  33]
  ...
  [ 29  73 134]
  [ 16  61 128]
  [  2  49 119]]

 [[139  18  25]
  [134  21  27]
  [122  22  30]
  ...
  [ 33  79 139]
  [ 17  66 132]
  [  3  52 119]]

 ...

 [[200 241 255]
  [201 244 255]
  [206 249 255]
  ...
  [ 53  62  69]
  [ 49  58  67]
  [ 34  43  52]]

 [[215 243 254]
  [214 243 251]
  [220 249 255]
  ...
  [172 186 199]
  [148 161 177]
  [127 140 157]]

 [[222 243 248]
  [226 247 252]
  [231 255 255]
  ...
  [172 189 205]
  [188 203 224]
  [201 216 237]]]",70
"[[[111 108  93]
  [113 110  95]
  [112 110  97]
  ...
  [ 46  30  17]
  [ 44  26  14]
  [ 43  25  13]]

 [[111 108  93]
  [112 109  94]
  [113 110  95]
  ...
  [ 59  40  26]
  [ 64  42  29]
  [ 58  36  23]]

 [[112 106  90]
  [108 105  88]
  [104 101  84]
  ...
  [ 96  70  57]
  [107  78  64]
  [101  69  56]]

 ...

 [[218 216 193]
  [223 218 196]
  [220 212 191]
  ...
  [202 195 169]
  [205 197 178]
  [202 190 174]]

 [[222 218 193]
  [218 214 189]
  [217 212 190]
  ...
  [200 193 167]
  [196 188 169]
  [196 187 172]]

 [[204 200 175]
  [212 208 183]
  [210 208 185]
  ...
  [193 186 160]
  [193 185 166]
  [192 183 168]]]",57
"[[[126  86  74]
  [116  80  66]
  [102  75  56]
  ...
  [174  59  54]
  [169 102  83]
  [179 135 108]]

 [[177 144 129]
  [159 130 114]
  [116  95  76]
  ...
  [181  66  63]
  [175 108  91]
  [185 143 118]]

 [[223 200 182]
  [213 196 178]
  [218 209 192]
  ...
  [189  69  70]
  [170 107  92]
  [177 141 119]]

 ...

 [[255 233 101]
  [255 226 106]
  [231 190 100]
  ...
  [246 199 169]
  [234 169 141]
  [255 185 158]]

 [[250 235  90]
  [251 226  97]
  [237 192  99]
  ...
  [255 213 180]
  [225 160 130]
  [186 111  82]]

 [[252 241  89]
  [250 228  93]
  [229 180  87]
  ...
  [255 221 187]
  [212 147 115]
  [135  58  28]]]",93
"[[[210 104  78]
  [213 107  81]
  [213 108  79]
  ...
  [214 216 211]
  [211 216 212]
  [214 219 215]]

 [[174  84  60]
  [169  79  55]
  [173  83  57]
  ...
  [215 216 211]
  [214 214 212]
  [217 217 215]]

 [[193 135 115]
  [190 132 112]
  [194 136 116]
  ...
  [218 213 209]
  [218 213 210]
  [221 216 213]]

 ...

 [[ 91 131 156]
  [ 99 139 164]
  [ 99 139 164]
  ...
  [200 211 195]
  [147 163 163]
  [135 153 163]]

 [[ 90 130 156]
  [100 140 166]
  [100 141 169]
  ...
  [205 207 186]
  [186 189 178]
  [171 174 167]]

 [[101 140 169]
  [ 92 131 160]
  [ 95 136 166]
  ...
  [207 205 182]
  [202 199 182]
  [182 179 164]]]",121
"[[[ 53  47  59]
  [143 137 149]
  [138 132 144]
  ...
  [158 141 147]
  [184 168 171]
  [181 165 166]]

 [[ 39  33  45]
  [126 120 130]
  [141 135 147]
  ...
  [164 147 153]
  [180 164 167]
  [183 167 168]]

 [[107 101 111]
  [136 131 138]
  [142 136 146]
  ...
  [165 148 154]
  [184 168 171]
  [183 167 170]]

 ...

 [[104  89  94]
  [173 158 163]
  [195 179 182]
  ...
  [225 214 212]
  [225 211 210]
  [226 212 209]]

 [[ 83  68  71]
  [160 145 148]
  [179 163 166]
  ...
  [222 212 210]
  [221 210 208]
  [228 217 215]]

 [[197 182 185]
  [182 167 170]
  [184 168 171]
  ...
  [223 213 212]
  [226 215 213]
  [230 219 217]]]",53
"[[[ 8 13  9]
  [ 8 13  9]
  [ 8 12 11]
  ...
  [19 18 13]
  [19 18 13]
  [19 20 14]]

 [[ 7 12  8]
  [ 7 12  8]
  [ 7 11 10]
  ...
  [19 18 13]
  [18 19 13]
  [19 20 14]]

 [[ 7  9  6]
  [ 7  9  6]
  [ 8 10  9]
  ...
  [19 18 13]
  [18 19 13]
  [19 20 14]]

 ...

 [[33 14  0]
  [63 40 26]
  [75 42 25]
  ...
  [33 18 13]
  [31 13  9]
  [30 12  8]]

 [[62 36 21]
  [70 41 25]
  [80 38 22]
  ...
  [38 20 16]
  [36 19 12]
  [33 16  9]]

 [[86 59 42]
  [79 46 29]
  [89 43 27]
  ...
  [43 25 21]
  [43 26 19]
  [39 22 15]]]",24
"[[[17 19 18]
  [17 19 18]
  [18 20 19]
  ...
  [45 47 46]
  [45 47 46]
  [46 48 47]]

 [[47 49 48]
  [47 49 48]
  [48 50 49]
  ...
  [50 52 51]
  [50 52 51]
  [50 52 51]]

 [[48 50 49]
  [49 51 50]
  [49 51 50]
  ...
  [51 51 51]
  [51 51 51]
  [51 51 51]]

 ...

 [[52 50 51]
  [51 49 50]
  [50 49 47]
  ...
  [ 9  8  6]
  [11 10  8]
  [ 9  8  6]]

 [[54 50 49]
  [49 45 44]
  [40 36 35]
  ...
  [ 8  7  5]
  [11 10  8]
  [ 9  8  6]]

 [[51 47 46]
  [43 39 38]
  [27 23 22]
  ...
  [ 9  8  6]
  [12 11  9]
  [10  9  7]]]",119
"[[[241 239 240]
  [240 238 239]
  [241 239 240]
  ...
  [ 55  55  57]
  [ 55  55  57]
  [ 55  55  57]]

 [[240 238 239]
  [242 240 241]
  [243 241 242]
  ...
  [ 53  53  55]
  [ 53  53  55]
  [ 53  53  55]]

 [[243 241 242]
  [237 235 236]
  [232 230 231]
  ...
  [ 52  52  54]
  [ 52  52  54]
  [ 52  52  54]]

 ...

 [[ 90  88  89]
  [ 45  43  44]
  [138 136 137]
  ...
  [125 125 125]
  [135 133 134]
  [153 151 152]]

 [[102 100 101]
  [ 38  36  37]
  [143 141 142]
  ...
  [137 137 139]
  [129 129 131]
  [135 135 137]]

 [[115 113 114]
  [ 33  31  32]
  [135 133 134]
  ...
  [144 144 146]
  [135 135 137]
  [128 128 130]]]",88
"[[[123  42  51]
  [133  52  58]
  [139  61  61]
  ...
  [ 52  52  60]
  [ 47  50  57]
  [ 44  47  54]]

 [[122  42  51]
  [134  55  61]
  [139  59  60]
  ...
  [ 64  61  70]
  [ 61  60  68]
  [ 60  60  68]]

 [[114  41  48]
  [136  61  66]
  [144  64  65]
  ...
  [ 63  52  66]
  [ 69  61  74]
  [ 63  57  69]]

 ...

 [[167 109  98]
  [129  85  76]
  [ 59  42  35]
  ...
  [ 26  29  48]
  [ 27  30  49]
  [ 28  31  50]]

 [[171 104  95]
  [153 103  94]
  [ 83  63  56]
  ...
  [ 26  29  46]
  [ 27  30  49]
  [ 28  31  50]]

 [[181 111 101]
  [153  99  89]
  [122 102  95]
  ...
  [ 24  27  44]
  [ 25  28  47]
  [ 27  30  49]]]",20
"[[[229 224 221]
  [229 225 222]
  [228 227 223]
  ...
  [218 216 217]
  [216 216 218]
  [217 216 221]]

 [[229 225 222]
  [229 225 222]
  [228 227 223]
  ...
  [217 217 217]
  [216 216 218]
  [217 216 221]]

 [[226 225 221]
  [226 225 221]
  [226 226 224]
  ...
  [217 217 217]
  [217 217 219]
  [216 217 221]]

 ...

 [[234 234 226]
  [232 233 227]
  [231 233 230]
  ...
  [ 35  17   5]
  [ 83  65  55]
  [ 95  77  67]]

 [[233 235 224]
  [229 232 223]
  [223 228 222]
  ...
  [ 42  18   6]
  [ 64  40  28]
  [ 94  70  58]]

 [[225 228 217]
  [229 235 225]
  [209 214 208]
  ...
  [ 53  27  14]
  [ 35   9   0]
  [ 96  70  57]]]",93
"[[[210  80  20]
  [202  76  18]
  [196  72  20]
  ...
  [255 255 253]
  [254 253 251]
  [255 255 253]]

 [[211  78  21]
  [204  75  18]
  [197  71  21]
  ...
  [255 255 253]
  [254 253 251]
  [255 255 253]]

 [[213  76  22]
  [207  73  22]
  [201  70  26]
  ...
  [253 253 253]
  [255 255 255]
  [254 254 254]]

 ...

 [[ 19  41  29]
  [ 50  70  58]
  [ 66  79  69]
  ...
  [ 92 161 104]
  [ 95 164 101]
  [100 167 100]]

 [[ 16  33  23]
  [ 54  70  59]
  [ 67  81  66]
  ...
  [ 87 159  96]
  [ 90 157  86]
  [ 94 161  84]]

 [[ 21  37  27]
  [ 58  74  63]
  [ 66  80  63]
  ...
  [ 89 161  97]
  [ 93 161  86]
  [ 96 164  81]]]",17
"[[[32 32 32]
  [46 46 46]
  [39 39 39]
  ...
  [20 20 20]
  [20 20 20]
  [22 22 22]]

 [[41 41 41]
  [56 56 56]
  [50 50 50]
  ...
  [19 19 19]
  [15 15 15]
  [17 17 17]]

 [[41 41 41]
  [60 60 60]
  [67 67 67]
  ...
  [20 20 20]
  [16 16 16]
  [18 18 18]]

 ...

 [[76 76 76]
  [88 88 88]
  [83 83 83]
  ...
  [90 90 90]
  [84 84 84]
  [83 83 83]]

 [[77 77 77]
  [81 81 81]
  [78 78 78]
  ...
  [79 79 79]
  [89 89 89]
  [85 85 85]]

 [[79 79 79]
  [84 84 84]
  [86 86 86]
  ...
  [88 88 88]
  [87 87 87]
  [88 88 88]]]",57
"[[[239 215 213]
  [239 215 213]
  [239 215 211]
  ...
  [230 197 188]
  [230 197 188]
  [230 197 188]]

 [[238 214 212]
  [238 214 212]
  [238 214 210]
  ...
  [230 197 188]
  [230 197 188]
  [230 197 188]]

 [[239 215 213]
  [239 215 213]
  [238 214 210]
  ...
  [231 198 189]
  [231 198 189]
  [231 198 189]]

 ...

 [[234 204 196]
  [234 204 196]
  [230 201 193]
  ...
  [160 114  81]
  [201 143  95]
  [201 136  80]]

 [[233 203 195]
  [233 203 195]
  [229 201 190]
  ...
  [151 106  73]
  [190 132  86]
  [195 130  76]]

 [[232 202 194]
  [232 202 194]
  [228 200 189]
  ...
  [145 100  67]
  [179 120  76]
  [186 120  68]]]",118
"[[[253   0   2]
  [255   1   3]
  [255   1   3]
  ...
  [ 98  68  30]
  [108  74  37]
  [104  70  33]]

 [[255   2   6]
  [254   0   2]
  [252   0   0]
  ...
  [ 82  50  12]
  [ 85  51  14]
  [ 86  50  14]]

 [[251   0   0]
  [252   0   0]
  [251   2   0]
  ...
  [ 87  51  17]
  [ 89  50  17]
  [ 92  53  20]]

 ...

 [[ 58  58  56]
  [ 55  55  53]
  [ 56  56  54]
  ...
  [ 25  12   4]
  [ 27  12   7]
  [ 25  10   5]]

 [[ 55  55  53]
  [ 62  62  60]
  [ 58  58  56]
  ...
  [ 25  10   3]
  [ 31  13   9]
  [ 32  14  10]]

 [[ 64  64  62]
  [ 64  64  62]
  [ 63  63  61]
  ...
  [ 27  12   5]
  [ 28  10   6]
  [ 26   8   4]]]",70
"[[[  0   1   0]
  [  0   2   1]
  [  0   2   1]
  ...
  [  1   3   2]
  [  1   3   2]
  [  1   3   2]]

 [[  0   2   1]
  [  0   2   1]
  [  0   2   1]
  ...
  [  1   3   2]
  [  1   3   2]
  [  1   3   2]]

 [[  0   2   1]
  [  0   2   1]
  [  0   2   1]
  ...
  [  1   3   2]
  [  1   3   2]
  [  1   3   2]]

 ...

 [[172 130 105]
  [181 139 114]
  [192 144 121]
  ...
  [180 122  82]
  [185 126  84]
  [195 136  94]]

 [[165 126  97]
  [178 139 110]
  [191 145 119]
  ...
  [177 122  81]
  [182 127  88]
  [185 130  91]]

 [[149 113  81]
  [167 128  97]
  [180 136 109]
  ...
  [175 122  80]
  [187 134  94]
  [187 133  95]]]",125
"[[[ 89 148 166]
  [ 90 149 167]
  [ 92 151 169]
  ...
  [ 94 156 169]
  [ 93 155 166]
  [ 91 155 165]]

 [[ 86 145 163]
  [ 86 145 163]
  [ 87 146 164]
  ...
  [ 95 157 170]
  [ 94 158 168]
  [ 94 158 168]]

 [[ 86 143 162]
  [ 87 144 163]
  [ 87 144 163]
  ...
  [ 95 157 170]
  [ 96 160 172]
  [ 97 161 173]]

 ...

 [[205 198 179]
  [230 218 196]
  [243 215 193]
  ...
  [ 53  43  42]
  [ 53  42  40]
  [ 44  33  31]]

 [[235 199 175]
  [250 210 185]
  [252 205 177]
  ...
  [ 51  41  39]
  [ 51  40  38]
  [ 46  35  33]]

 [[246 196 171]
  [249 198 171]
  [241 182 152]
  ...
  [ 49  39  37]
  [ 50  39  37]
  [ 47  36  34]]]",108
"[[[ 84  69  66]
  [ 83  69  66]
  [ 83  69  68]
  ...
  [ 18  34  60]
  [ 18  33  64]
  [ 19  34  65]]

 [[ 85  70  67]
  [ 86  71  68]
  [ 85  71  70]
  ...
  [ 18  32  59]
  [ 18  32  61]
  [ 17  31  60]]

 [[ 89  71  67]
  [ 88  73  70]
  [ 87  73  72]
  ...
  [ 17  29  55]
  [ 17  28  56]
  [ 16  27  55]]

 ...

 [[187 195 184]
  [175 181 177]
  [170 178 181]
  ...
  [167 165 166]
  [163 154 147]
  [133 121 109]]

 [[187 195 182]
  [183 190 182]
  [171 179 181]
  ...
  [147 144 127]
  [146 134 112]
  [189 173 148]]

 [[184 192 177]
  [187 195 184]
  [172 180 182]
  ...
  [132 128 101]
  [196 182 155]
  [218 199 169]]]",13
"[[[ 80  67  48]
  [ 81  68  49]
  [ 82  69  52]
  ...
  [ 81  67  54]
  [ 80  66  53]
  [ 80  66  53]]

 [[ 77  64  45]
  [ 78  65  46]
  [ 79  66  49]
  ...
  [ 82  68  55]
  [ 79  65  52]
  [ 77  63  50]]

 [[ 81  68  49]
  [ 81  68  49]
  [ 81  68  51]
  ...
  [ 84  72  58]
  [ 79  67  53]
  [ 76  64  50]]

 ...

 [[166 177 195]
  [151 164 180]
  [121 139 151]
  ...
  [117 123 135]
  [125 131 145]
  [124 130 144]]

 [[150 158 179]
  [140 151 169]
  [ 90 106 121]
  ...
  [113 120 130]
  [122 129 139]
  [123 132 141]]

 [[141 149 170]
  [124 135 153]
  [ 60  73  89]
  ...
  [121 128 136]
  [113 122 129]
  [125 134 141]]]",35
"[[[241 239 240]
  [243 241 242]
  [245 243 244]
  ...
  [252 252 252]
  [252 252 252]
  [252 252 252]]

 [[253 251 252]
  [254 252 253]
  [254 252 253]
  ...
  [253 253 253]
  [253 253 253]
  [252 252 252]]

 [[254 252 253]
  [255 253 254]
  [255 253 254]
  ...
  [255 253 254]
  [253 253 255]
  [251 251 253]]

 ...

 [[197 185 185]
  [198 187 185]
  [198 187 185]
  ...
  [ 49  54  76]
  [ 34  39  59]
  [ 38  43  63]]

 [[229 216 207]
  [229 216 207]
  [229 216 207]
  ...
  [ 42  47  69]
  [ 34  39  59]
  [ 36  43  61]]

 [[228 214 201]
  [228 214 201]
  [227 214 198]
  ...
  [ 38  43  63]
  [ 37  42  62]
  [ 34  41  59]]]",18
"[[[29  1  0]
  [31  7  5]
  [29  9 10]
  ...
  [45  3  5]
  [43  1  2]
  [44  2  3]]

 [[26  2  2]
  [29  8  7]
  [22  4  4]
  ...
  [46  4  5]
  [45  3  4]
  [47  6  4]]

 [[20  2  2]
  [23  7  7]
  [17  3  2]
  ...
  [43  2  0]
  [42  1  0]
  [46  2  0]]

 ...

 [[14  4  5]
  [10  1  2]
  [ 9  5  4]
  ...
  [46 40 50]
  [28 20 33]
  [14  3 17]]

 [[ 9  0  1]
  [10  4  4]
  [ 7  6  4]
  ...
  [49 41 54]
  [42 34 49]
  [22 14 29]]

 [[ 7  1  1]
  [19 15 14]
  [13 12 10]
  ...
  [63 52 68]
  [50 41 58]
  [41 32 49]]]",108
